bf_bugid,message,cluster_id,message_clean,key_word,key_phrase
CSCvc82254,DanubeMR2: FPGA feature was not added in DM for IE4K  IOX deviceiot-danube-e2-feature iot-danube-e2-TSFPGA feature was not added for  IOX IE4k device.In CLI we can able to see the FPGA details.Please find the attachment for your reference.This is not added in DM because the FPGA image files are not present in IE4K IOX tarballthe image files not present are lionsfpga_tsn_ci.rbflionsfpga_tsn_pi.rpdvWithout these file switching to tsn profile leads to continuous reboot of the device.MissingMissingMissingMissingnobug,9,"['DanubeMR2:', 'FPGA', 'feature', 'was', 'not', 'added', 'in', 'DM', 'for', 'IE4K', 'IOX', 'deviceiot-danube-e2-feature', 'iot-danube-e2-TSFPGA', 'feature', 'was', 'not', 'added', 'for', 'IOX', 'IE4k', 'device.In', 'CLI', 'we', 'can', 'able', 'to', 'see', 'the', 'FPGA', 'details.Please', 'find', 'the', 'attachment', 'for', 'your', 'reference.This', 'is', 'not', 'added', 'in', 'DM', 'because', 'the', 'FPGA', 'image', 'files', 'are', 'not', 'present', 'in', 'IE4K', 'IOX', 'tarballthe', 'image', 'files', 'not', 'present', 'are', 'lionsfpga_tsn_ci.rbflionsfpga_tsn_pi.rpdvWithout', 'these', 'file', 'switching', 'to', 'tsn', 'profile', 'leads', 'to', 'continuous', 'reboot', 'of', 'the', 'device.MissingMissingMissingMissingnobug']","http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvc82453,"'show software authenticity running' output is emptyior-1-res psirt-rne psirt-reviewedOn platforms with Secure Boot, 'show software authenticity running' is supposed to print information about Secure Boot and the chain of trust.On IR800, the output is empty:KNX-IR829GW-2#show software authenticity running KNX-IR829GW-2#Customers have no way to determine the authenticity of their devices.Similar bugs were opened for other platforms and resolved, e.g.:CSCut65862    ASA: 'show software authenticity' does not show complete chain-of-trust Also, many platforms now support the Boot Integrity Visibility feature:http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst3650/software/release/16-3/configuration_guide/b_163_consolidated_3650_cg/b_163_consolidated_3650_cg_chapter_01110010.pdfThis is not supported on IR800 yet.MissingMissingMissingMissingnobug",14,"[""'show"", 'software', 'authenticity', ""running'"", 'output', 'is', 'emptyior-1-res', 'psirt-rne', 'psirt-reviewedOn', 'platforms', 'with', 'Secure', 'Boot,', ""'show"", 'software', 'authenticity', ""running'"", 'is', 'supposed', 'to', 'print', 'information', 'about', 'Secure', 'Boot', 'and', 'the', 'chain', 'of', 'trust.On', 'IR800,', 'the', 'output', 'is', 'empty:KNX-IR829GW-2#show', 'software', 'authenticity', 'running', 'KNX-IR829GW-2#Customers', 'have', 'no', 'way', 'to', 'determine', 'the', 'authenticity', 'of', 'their', 'devices.Similar', 'bugs', 'were', 'opened', 'for', 'other', 'platforms', 'and', 'resolved,', 'e.g.:CSCut65862', 'ASA:', ""'show"", 'software', ""authenticity'"", 'does', 'not', 'show', 'complete', 'chain-of-trust', 'Also,', 'many', 'platforms', 'now', 'support', 'the', 'Boot', 'Integrity', 'Visibility', 'feature:http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst3650/software/release/16-3/configuration_guide/b_163_consolidated_3650_cg/b_163_consolidated_3650_cg_chapter_01110010.pdfThis', 'is', 'not', 'supported', 'on', 'IR800', 'yet.MissingMissingMissingMissingnobug']","IR800,,uc500Error,'is_ir800'make-3.81[3]:",
CSCvc86040,"bugz2216 - System clock set from Device manager is not setting timezone, it sets only time in GMTie1k-phase2Bugzilla 2216 has the detailsSet System ClockHi,  Currently We have two means to set the system clock.    (1) Via NTP server    (2) When User accesses Device Manager the PC time gets sent to device and time get set . In this option, the time gets set but time zone is GMT . We need to be able to send the time zone as well .       In phase-I, we made the PC-browser time to be propagated to device once user opens DM session . Time zone was also getting set.      Is there any additional json call device manager needs to do to send the timezone ?Regards,DivyaAttached is conversation from Mahesh and Alok on this topic.MissingMissingMissingMissingnobug",28,"['bugz2216', '-', 'System', 'clock', 'set', 'from', 'Device', 'manager', 'is', 'not', 'setting', 'timezone,', 'it', 'sets', 'only', 'time', 'in', 'GMTie1k-phase2Bugzilla', '2216', 'has', 'the', 'detailsSet', 'System', 'ClockHi,', 'Currently', 'We', 'have', 'two', 'means', 'to', 'set', 'the', 'system', 'clock.', '(1)', 'Via', 'NTP', 'server', '(2)', 'When', 'User', 'accesses', 'Device', 'Manager', 'the', 'PC', 'time', 'gets', 'sent', 'to', 'device', 'and', 'time', 'get', 'set', '.', 'In', 'this', 'option,', 'the', 'time', 'gets', 'set', 'but', 'time', 'zone', 'is', 'GMT', '.', 'We', 'need', 'to', 'be', 'able', 'to', 'send', 'the', 'time', 'zone', 'as', 'well', '.', 'In', 'phase-I,', 'we', 'made', 'the', 'PC-browser', 'time', 'to', 'be', 'propagated', 'to', 'device', 'once', 'user', 'opens', 'DM', 'session', '.', 'Time', 'zone', 'was', 'also', 'getting', 'set.', 'Is', 'there', 'any', 'additional', 'json', 'call', 'device', 'manager', 'needs', 'to', 'do', 'to', 'send', 'the', 'timezone', '?Regards,DivyaAttached', 'is', 'conversation', 'from', 'Mahesh', 'and', 'Alok', 'on', 'this', 'topic.MissingMissingMissingMissingnobug']","seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvc88079,"IR809G serial s0 RS485 violates Modbus specification#cfr_auto_closedProblem appears when Async ports are used as a relay for Modbus protocol. When sending a message from within guest OS via /dev/ttyS1 -> Async0, there is a violation of Modbus specification:* If the message is longer than 16 bytes, it's divided on 16B blocks which have 260µs gaps between them. Maximum allowed inter-character gap is 1.5 char, which is 143µs at 115200bps.* If the message length is not a multiple of 16 bytes, the last part, which is <16B, gets preceded by a 150 ms gap.Async1 doesn't have these problems.An oscilloscope was attached directly to the Async ports on the router (2cm long cable). Oscillograms are attached.The 260µs gaps between the 16B blocks can be seen on S0_123B_bloky16B.png.The 150ms gap is seen on S0_128B_bloky16B_blok4B.png and S0_20B_blok16B_150ms_blok4B.png. This gap is not present if the message is 128 bytes long, as seen on S0_128B.pngOscillograms taken on Async1 show that there are no issues like this: S1_128B.png and S1_20B_blok20B.png. On this port the message is not split on 16B blocks at all.Async0 transmitter was tested in full-duplex and in RS232 configuration, the problem persists. The behaviour is bound to the physical port only - swapping line 1 relay-association to 1/6 (ttyS2) results in incorrect behaviour of ttyS2 and correct one of ttyS1.MissingMissingMissingMissingnobug",25,"['IR809G', 'serial', 's0', 'RS485', 'violates', 'Modbus', 'specification#cfr_auto_closedProblem', 'appears', 'when', 'Async', 'ports', 'are', 'used', 'as', 'a', 'relay', 'for', 'Modbus', 'protocol.', 'When', 'sending', 'a', 'message', 'from', 'within', 'guest', 'OS', 'via', '/dev/ttyS1', '->', 'Async0,', 'there', 'is', 'a', 'violation', 'of', 'Modbus', 'specification:*', 'If', 'the', 'message', 'is', 'longer', 'than', '16', 'bytes,', ""it's"", 'divided', 'on', '16B', 'blocks', 'which', 'have', '260µs', 'gaps', 'between', 'them.', 'Maximum', 'allowed', 'inter-character', 'gap', 'is', '1.5', 'char,', 'which', 'is', '143µs', 'at', '115200bps.*', 'If', 'the', 'message', 'length', 'is', 'not', 'a', 'multiple', 'of', '16', 'bytes,', 'the', 'last', 'part,', 'which', 'is', '<16B,', 'gets', 'preceded', 'by', 'a', '150', 'ms', 'gap.Async1', ""doesn't"", 'have', 'these', 'problems.An', 'oscilloscope', 'was', 'attached', 'directly', 'to', 'the', 'Async', 'ports', 'on', 'the', 'router', '(2cm', 'long', 'cable).', 'Oscillograms', 'are', 'attached.The', '260µs', 'gaps', 'between', 'the', '16B', 'blocks', 'can', 'be', 'seen', 'on', 'S0_123B_bloky16B.png.The', '150ms', 'gap', 'is', 'seen', 'on', 'S0_128B_bloky16B_blok4B.png', 'and', 'S0_20B_blok16B_150ms_blok4B.png.', 'This', 'gap', 'is', 'not', 'present', 'if', 'the', 'message', 'is', '128', 'bytes', 'long,', 'as', 'seen', 'on', 'S0_128B.pngOscillograms', 'taken', 'on', 'Async1', 'show', 'that', 'there', 'are', 'no', 'issues', 'like', 'this:', 'S1_128B.png', 'and', 'S1_20B_blok20B.png.', 'On', 'this', 'port', 'the', 'message', 'is', 'not', 'split', 'on', '16B', 'blocks', 'at', 'all.Async0', 'transmitter', 'was', 'tested', 'in', 'full-duplex', 'and', 'in', 'RS232', 'configuration,', 'the', 'problem', 'persists.', 'The', 'behaviour', 'is', 'bound', 'to', 'the', 'physical', 'port', 'only', '-', 'swapping', 'line', '1', 'relay-association', 'to', '1/6', '(ttyS2)', 'results', 'in', 'incorrect', 'behaviour', 'of', 'ttyS2', 'and', 'correct', 'one', 'of', 'ttyS1.MissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
CSCvc88492,IR510P1:internal error: guest failed to start: Failure in libvirt_lxc startup: Failed to pivot root:coronadoThis is development effort to make sure that IOX?FD?FND integration works fine.  It is to make sure that all issues get tracked in DDTS. Please see email thread for details.MissingMissingMissingMissingnobug,25,"['IR510P1:internal', 'error:', 'guest', 'failed', 'to', 'start:', 'Failure', 'in', 'libvirt_lxc', 'startup:', 'Failed', 'to', 'pivot', 'root:coronadoThis', 'is', 'development', 'effort', 'to', 'make', 'sure', 'that', 'IOX?FD?FND', 'integration', 'works', 'fine.', 'It', 'is', 'to', 'make', 'sure', 'that', 'all', 'issues', 'get', 'tracked', 'in', 'DDTS.', 'Please', 'see', 'email', 'thread', 'for', 'details.MissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
CSCvc90072,"[Corsica] cal_common, cal_version, and statistics xmlMissing1. cal_common.py (general helper functions)2. cal_version.py (show version)3. statistics.xml (show version, show inventory, show memory)MissingMissingMissingMissingnobug",12,"['[Corsica]', 'cal_common,', 'cal_version,', 'and', 'statistics', 'xmlMissing1.', 'cal_common.py', '(general', 'helper', 'functions)2.', 'cal_version.py', '(show', 'version)3.', 'statistics.xml', '(show', 'version,', 'show', 'inventory,', 'show', 'memory)MissingMissingMissingMissingnobug']","async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvc91608,"IR800 show iox host list details fails to show the full IOX host versionMissingIR800#sh platform guest-os Guest OS status:Installation: Cisco-GOS,version-1.2.4.4State: RUNNINGIR800#show iox host list detailHost registered:===============    IOX Server Address: FE80::D66D:50FF:FEE6:81AC; Port: 22222    Link Local Address of Host: FE80::1FF:FE90:8B05    IPV4 Address of Host:       192.168.168.2    IPV6 Address of Host:       fe80::1ff:fe90:8b05    Client Version:             0.4    Session ID:                 3    OS Nodename:                GEMINI_reg_1-GOS-1    Host Hardware Vendor:       Cisco Systems, Inc.    Host Hardware Version:      1.0    Host Card Type:             not implemented    Host OS Version:            1.2.4.0           <=== must show 1.2.4.4    OS status:                  RUNNING    Interface Hardware Vendor:  None    Interface Hardware Version: None    Interface Card Type:        None    Applications Registered:    =======================Count of applications registered by this host: 0MissingMissingMissingMissingnobug",12,"['IR800', 'show', 'iox', 'host', 'list', 'details', 'fails', 'to', 'show', 'the', 'full', 'IOX', 'host', 'versionMissingIR800#sh', 'platform', 'guest-os', 'Guest', 'OS', 'status:Installation:', 'Cisco-GOS,version-1.2.4.4State:', 'RUNNINGIR800#show', 'iox', 'host', 'list', 'detailHost', 'registered:===============', 'IOX', 'Server', 'Address:', 'FE80::D66D:50FF:FEE6:81AC;', 'Port:', '22222', 'Link', 'Local', 'Address', 'of', 'Host:', 'FE80::1FF:FE90:8B05', 'IPV4', 'Address', 'of', 'Host:', '192.168.168.2', 'IPV6', 'Address', 'of', 'Host:', 'fe80::1ff:fe90:8b05', 'Client', 'Version:', '0.4', 'Session', 'ID:', '3', 'OS', 'Nodename:', 'GEMINI_reg_1-GOS-1', 'Host', 'Hardware', 'Vendor:', 'Cisco', 'Systems,', 'Inc.', 'Host', 'Hardware', 'Version:', '1.0', 'Host', 'Card', 'Type:', 'not', 'implemented', 'Host', 'OS', 'Version:', '1.2.4.0', '<===', 'must', 'show', '1.2.4.4', 'OS', 'status:', 'RUNNING', 'Interface', 'Hardware', 'Vendor:', 'None', 'Interface', 'Hardware', 'Version:', 'None', 'Interface', 'Card', 'Type:', 'None', 'Applications', 'Registered:', '=======================Count', 'of', 'applications', 'registered', 'by', 'this', 'host:', '0MissingMissingMissingMissingnobug']","async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvc95318,"Evalution of CE300 libcurl 2016 vulnerabiltyCIAM-cTt6V0Fb19Nyq CVE-2016-8622 ciam psirt psirt-done psirt-rne tps-securityThis is CIAM Notification <CVE ID>CVE-2016-8622<TVCE link>https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=49567<Details>A vulnerability in cURL and libcurl could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on a targeted system.The vulnerability is due to improper allocation of unescape destination buffers by the affected software. An attacker could exploit this vulnerability by submitting a crafted request to the affected system. A successful exploit could cause a heap overflow, resulting in a DoS condition on the targeted system.MissingMissingMissingMissingnobug",22,"['Evalution', 'of', 'CE300', 'libcurl', '2016', 'vulnerabiltyCIAM-cTt6V0Fb19Nyq', 'CVE-2016-8622', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'CIAM', 'Notification', '<CVE', 'ID>CVE-2016-8622<TVCE', 'link>https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=49567<Details>A', 'vulnerability', 'in', 'cURL', 'and', 'libcurl', 'could', 'allow', 'an', 'unauthenticated,', 'remote', 'attacker', 'to', 'cause', 'a', 'denial', 'of', 'service', '(DoS)', 'condition', 'on', 'a', 'targeted', 'system.The', 'vulnerability', 'is', 'due', 'to', 'improper', 'allocation', 'of', 'unescape', 'destination', 'buffers', 'by', 'the', 'affected', 'software.', 'An', 'attacker', 'could', 'exploit', 'this', 'vulnerability', 'by', 'submitting', 'a', 'crafted', 'request', 'to', 'the', 'affected', 'system.', 'A', 'successful', 'exploit', 'could', 'cause', 'a', 'heap', 'overflow,', 'resulting', 'in', 'a', 'DoS', 'condition', 'on', 'the', 'targeted', 'system.MissingMissingMissingMissingnobug']","vulnerabiltyciam,2.4.0,:CVE-2010-2519CISCO",
CSCvd08042,"IE1K:bz2238: Requirement change: By default, disable STP for Rockwellra-found ie1k-phase2 ie1k-phase2-MFFor Rockwell SKU, please change default configuration to have spanning tree disabled by default.MissingMissingMissingMissingnobug",2,"['IE1K:bz2238:', 'Requirement', 'change:', 'By', 'default,', 'disable', 'STP', 'for', 'Rockwellra-found', 'ie1k-phase2', 'ie1k-phase2-MFFor', 'Rockwell', 'SKU,', 'please', 'change', 'default', 'configuration', 'to', 'have', 'spanning', 'tree', 'disabled', 'by', 'default.MissingMissingMissingMissingnobug']","Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCvd31187,"New IOXVM version 1.2.5.11Missingcommit new version of ioxvm to be included on bundle.- Version number: 1.2.5, ReleaseBuildNumber: 11MissingMissingMissingMissingnobug",37,"['New', 'IOXVM', 'version', '1.2.5.11Missingcommit', 'new', 'version', 'of', 'ioxvm', 'to', 'be', 'included', 'on', 'bundle.-', 'Version', 'number:', '1.2.5,', 'ReleaseBuildNumber:', '11MissingMissingMissingMissingnobug']","c1900-universalk9-mz.SSA,STOP,-SSImage(s)",
CSCvd34327," 802.1AS/TSN: Synchronization failures when switch acting as Grand Masteriot-danube-mr2-feature  iot-danube-e2-featureSummary,Use a single switch topology,CRIO1====Switch====CRIO2Since it is a single switch topology, the switch is grand master. Start the traffic after configuring the flow and computing+distribution.Check the ingress stats for the flow: The flow will be in all the windows(in-bin, early bin, late bin)Check the receiver CRIO i.e CRIO2: The flow will be changing the egressing time constantly and won't be stable. It will be going in-and-out of the window continuously.With 88 image: The flow was working fineWith 97 image: The flow did not work fineResults Enclosed for ""Sh ptp port""Please refer to Eng notes for more details on the issue and how it is fixed.MissingMissingMissingMissingnobug",28,"['802.1AS/TSN:', 'Synchronization', 'failures', 'when', 'switch', 'acting', 'as', 'Grand', 'Masteriot-danube-mr2-feature', 'iot-danube-e2-featureSummary,Use', 'a', 'single', 'switch', 'topology,CRIO1====Switch====CRIO2Since', 'it', 'is', 'a', 'single', 'switch', 'topology,', 'the', 'switch', 'is', 'grand', 'master.', 'Start', 'the', 'traffic', 'after', 'configuring', 'the', 'flow', 'and', 'computing+distribution.Check', 'the', 'ingress', 'stats', 'for', 'the', 'flow:', 'The', 'flow', 'will', 'be', 'in', 'all', 'the', 'windows(in-bin,', 'early', 'bin,', 'late', 'bin)Check', 'the', 'receiver', 'CRIO', 'i.e', 'CRIO2:', 'The', 'flow', 'will', 'be', 'changing', 'the', 'egressing', 'time', 'constantly', 'and', ""won't"", 'be', 'stable.', 'It', 'will', 'be', 'going', 'in-and-out', 'of', 'the', 'window', 'continuously.With', '88', 'image:', 'The', 'flow', 'was', 'working', 'fineWith', '97', 'image:', 'The', 'flow', 'did', 'not', 'work', 'fineResults', 'Enclosed', 'for', '""Sh', 'ptp', 'port""Please', 'refer', 'to', 'Eng', 'notes', 'for', 'more', 'details', 'on', 'the', 'issue', 'and', 'how', 'it', 'is', 'fixed.MissingMissingMissingMissingnobug']","seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvd40671,"CE 340 player freezes while using the videos alerts with appspace (BEMS511476)MissingCE 340 playing the multicast UDP stream and while using the video alerts from the appspace, device freezes.MissingMissingMissingMissingnobug",17,"['CE', '340', 'player', 'freezes', 'while', 'using', 'the', 'videos', 'alerts', 'with', 'appspace', '(BEMS511476)MissingCE', '340', 'playing', 'the', 'multicast', 'UDP', 'stream', 'and', 'while', 'using', 'the', 'video', 'alerts', 'from', 'the', 'appspace,', 'device', 'freezes.MissingMissingMissingMissingnobug']","offerings,Requirement:,Mandatory",
CSCvd46076,"TSN:Configuring MSTP puts port in vlan3000 in blocking mode in ring topology to avoid loop.iot-danube-mr2-feature  iot-danube-e2-featureThe MST protocol on TSN enabled switch if working in a ring topology put's both vlan1 and vlan 3000 in blocking mode, which hampers the TSN traffic. This happens even if we configure ""no spanning-tree vlan 3000"". Procedure:> Create a ring topology and check which port is being blocked to avoid the loop and connect end points on the switch.> Create and compute the flow on the cnc and distribute the scheduled flows. Make sure that one flow is passing through the blocked port > by default the switch uses ""rapid-pvst"" to avoid loops for vlans other than vlan3000.> start the tsn traffic flow and capture the traffic.> The traffic would be passing and everything will be working fine> Now, configure ""spanning-tree mode mst"" in the config mode of all switches. Give switch some time to mst protocol to settle down > now check ""sh spanning-tree vlan 1"" and ""sh spanning-tree vlan 3000"" on the switch which is avoiding the loop.> Vlan1 will have a blcoking port> but vlan3000 will also have a port in a blocking mode even if we have configure ""no spanning-tree vlan 3000""> This functionality of mst drops the TSN packages on the blocking port and eventually hurts the TSN traffic path.MissingMissingMissingMissingnobug",43,"['TSN:Configuring', 'MSTP', 'puts', 'port', 'in', 'vlan3000', 'in', 'blocking', 'mode', 'in', 'ring', 'topology', 'to', 'avoid', 'loop.iot-danube-mr2-feature', 'iot-danube-e2-featureThe', 'MST', 'protocol', 'on', 'TSN', 'enabled', 'switch', 'if', 'working', 'in', 'a', 'ring', 'topology', ""put's"", 'both', 'vlan1', 'and', 'vlan', '3000', 'in', 'blocking', 'mode,', 'which', 'hampers', 'the', 'TSN', 'traffic.', 'This', 'happens', 'even', 'if', 'we', 'configure', '""no', 'spanning-tree', 'vlan', '3000"".', 'Procedure:>', 'Create', 'a', 'ring', 'topology', 'and', 'check', 'which', 'port', 'is', 'being', 'blocked', 'to', 'avoid', 'the', 'loop', 'and', 'connect', 'end', 'points', 'on', 'the', 'switch.>', 'Create', 'and', 'compute', 'the', 'flow', 'on', 'the', 'cnc', 'and', 'distribute', 'the', 'scheduled', 'flows.', 'Make', 'sure', 'that', 'one', 'flow', 'is', 'passing', 'through', 'the', 'blocked', 'port', '>', 'by', 'default', 'the', 'switch', 'uses', '""rapid-pvst""', 'to', 'avoid', 'loops', 'for', 'vlans', 'other', 'than', 'vlan3000.>', 'start', 'the', 'tsn', 'traffic', 'flow', 'and', 'capture', 'the', 'traffic.>', 'The', 'traffic', 'would', 'be', 'passing', 'and', 'everything', 'will', 'be', 'working', 'fine>', 'Now,', 'configure', '""spanning-tree', 'mode', 'mst""', 'in', 'the', 'config', 'mode', 'of', 'all', 'switches.', 'Give', 'switch', 'some', 'time', 'to', 'mst', 'protocol', 'to', 'settle', 'down', '>', 'now', 'check', '""sh', 'spanning-tree', 'vlan', '1""', 'and', '""sh', 'spanning-tree', 'vlan', '3000""', 'on', 'the', 'switch', 'which', 'is', 'avoiding', 'the', 'loop.>', 'Vlan1', 'will', 'have', 'a', 'blcoking', 'port>', 'but', 'vlan3000', 'will', 'also', 'have', 'a', 'port', 'in', 'a', 'blocking', 'mode', 'even', 'if', 'we', 'have', 'configure', '""no', 'spanning-tree', 'vlan', '3000"">', 'This', 'functionality', 'of', 'mst', 'drops', 'the', 'TSN', 'packages', 'on', 'the', 'blocking', 'port', 'and', 'eventually', 'hurts', 'the', 'TSN', 'traffic', 'path.MissingMissingMissingMissingnobug']","vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCvd47399,"MR2: PTP in faulty state on REP portsiot-danube-e2In the latest MR2 build, PTP always stays in FAULTY state on REP ports with boundary mode, default PTP profile. This issue is not seen in MR1 image.volt1#show ptp port gigabitEthernet 1/1 PTP PORT DATASET: GigabitEthernet1/1  Port identity: clock identity: 0x0:F6:63:FF:FE:4E:3:0  Port identity: port number: 1  PTP version: 2  Port state: FAULTY  Announce receipt time out: 3  Peer mean path delay(ns): 2  Neighbor Rate Ratio: 0.999994905 (-5 PPM)  Announce interval(log mean): 0  Sync interval(log mean): -3  Delay Mechanism: Peer to Peer  Peer delay request interval(log mean): 0  Sync fault limit: 1000  Sync receipt time out: 3  Port 802.1AS capable: TRUE  Peer delay request allowed lost responses: 3  Peer delay request lost responses: 0MissingMissingMissingMissingnobug",28,"['MR2:', 'PTP', 'in', 'faulty', 'state', 'on', 'REP', 'portsiot-danube-e2In', 'the', 'latest', 'MR2', 'build,', 'PTP', 'always', 'stays', 'in', 'FAULTY', 'state', 'on', 'REP', 'ports', 'with', 'boundary', 'mode,', 'default', 'PTP', 'profile.', 'This', 'issue', 'is', 'not', 'seen', 'in', 'MR1', 'image.volt1#show', 'ptp', 'port', 'gigabitEthernet', '1/1', 'PTP', 'PORT', 'DATASET:', 'GigabitEthernet1/1', 'Port', 'identity:', 'clock', 'identity:', '0x0:F6:63:FF:FE:4E:3:0', 'Port', 'identity:', 'port', 'number:', '1', 'PTP', 'version:', '2', 'Port', 'state:', 'FAULTY', 'Announce', 'receipt', 'time', 'out:', '3', 'Peer', 'mean', 'path', 'delay(ns):', '2', 'Neighbor', 'Rate', 'Ratio:', '0.999994905', '(-5', 'PPM)', 'Announce', 'interval(log', 'mean):', '0', 'Sync', 'interval(log', 'mean):', '-3', 'Delay', 'Mechanism:', 'Peer', 'to', 'Peer', 'Peer', 'delay', 'request', 'interval(log', 'mean):', '0', 'Sync', 'fault', 'limit:', '1000', 'Sync', 'receipt', 'time', 'out:', '3', 'Port', '802.1AS', 'capable:', 'TRUE', 'Peer', 'delay', 'request', 'allowed', 'lost', 'responses:', '3', 'Peer', 'delay', 'request', 'lost', 'responses:', '0MissingMissingMissingMissingnobug']","seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvd50058,Update FPGA version to 2.6 cloned-from-CSCvd31187commit new version of FPGA in the IR IOS image- New FPGA Version number: 2.6MissingMissingMissingMissingnobug,37,"['Update', 'FPGA', 'version', 'to', '2.6', 'cloned-from-CSCvd31187commit', 'new', 'version', 'of', 'FPGA', 'in', 'the', 'IR', 'IOS', 'image-', 'New', 'FPGA', 'Version', 'number:', '2.6MissingMissingMissingMissingnobug']","c1900-universalk9-mz.SSA,STOP,-SSImage(s)",
CSCvd53916,"Gemboa: Change default value of IPM overvoltage timer to one second in IOS.MissingThe Micro Controller Unit (MCU) that controls the ""Ignition Power Management"" (IPM) only accept multiple of second as the timer setup, therefore the default over voltage setting need to be changed from the current 0.5s to one second.As it is code today, IOS invokes the driver code to set the timer to 500 (ms) but the driver considers this value invalid (minimum valid is 1000) and programs the MCU with 1000 (ms) instead.Per design the user can not change the value of this timer.MissingMissingMissingMissingnobug",6,"['Gemboa:', 'Change', 'default', 'value', 'of', 'IPM', 'overvoltage', 'timer', 'to', 'one', 'second', 'in', 'IOS.MissingThe', 'Micro', 'Controller', 'Unit', '(MCU)', 'that', 'controls', 'the', '""Ignition', 'Power', 'Management""', '(IPM)', 'only', 'accept', 'multiple', 'of', 'second', 'as', 'the', 'timer', 'setup,', 'therefore', 'the', 'default', 'over', 'voltage', 'setting', 'need', 'to', 'be', 'changed', 'from', 'the', 'current', '0.5s', 'to', 'one', 'second.As', 'it', 'is', 'code', 'today,', 'IOS', 'invokes', 'the', 'driver', 'code', 'to', 'set', 'the', 'timer', 'to', '500', '(ms)', 'but', 'the', 'driver', 'considers', 'this', 'value', 'invalid', '(minimum', 'valid', 'is', '1000)', 'and', 'programs', 'the', 'MCU', 'with', '1000', '(ms)', 'instead.Per', 'design', 'the', 'user', 'can', 'not', 'change', 'the', 'value', 'of', 'this', 'timer.MissingMissingMissingMissingnobug']","Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
