bf_bugid,key_word,key_phrase
CSCvd39684,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvd42785,"bootupgnosis,(FSP,150EG-X)MissingMissingMissingMissingnobug",
CSCvd68154,"Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCvd75862,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCvd83228,"Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCvd88551,"LoRa,virtual-lpwa,modem",;;ir module modem wp gen;show virtual modem info command;warbler lora modem version ir
CSCvd89948,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvd97205,"LoRa,virtual-lpwa,modem",;;ir module modem wp gen;show virtual modem info command;warbler lora modem version ir
CSCve04884,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCve04947,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCve06827,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCve10455,"vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCve23260,"offerings,Requirement:,Mandatory",
CSCve23316,"offerings,Requirement:,Mandatory",
CSCve24877,"offerings,Requirement:,Mandatory",
CSCve42306,"cloned-from-CSCvc84617,cloned-from-CSCve15729,cloned-from-CSCve01932",
CSCve59667,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCve84879,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCvf04210,"LoRa,virtual-lpwa,modem",;;ir module modem wp gen;show virtual modem info command;warbler lora modem version ir
CSCvf12189,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCvf22147,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvf27771,"wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvf29143,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvf45308,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvf68450,"bootupgnosis,(FSP,150EG-X)MissingMissingMissingMissingnobug",
CSCvf84989,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvf85582,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCvf93570,"collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvf94179,"Disclosure,CVE-2013-1619,:https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=28466GnuTLS",
CSCvf94185,"Disclosure,CVE-2013-1619,:https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=28466GnuTLS",
CSCvf96382,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvf99788,"portReload,s-portLine,reloadnoneConfigure",
CSCvg02764,"wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvg22967,"vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCvg24783,"collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvg38930,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvg44902,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCvg46988,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCvg54951,"wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvg73196,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvg76931,"pid=,-Process=,ipl=",
CSCvg80679,"migrating,version.,CGR2010",
CSCvg97701,"pid=,-Process=,ipl=",
CSCvh07677,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCvh68161,"workingiot-summer18-must,stream.TAC,iot-summer18",
CSCvh68313,"sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvh69503,"vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCvh79915,"wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvh99633,"pid=,-Process=,ipl=",
CSCvi09163,"pid=,-Process=,ipl=",
CSCvj28486,"pid=,-Process=,ipl=",
CSCvj31788,"sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvj33904,"collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvj47954,"vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCvj63690,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvj72143,"sdflash:fwlogfileMicrocode,0;,CSCuw86678#artg-reg-hcl",
CSCvj73439,"sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvj73721,"collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvk06151,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvk11409,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvk17134,"pid=,-Process=,ipl=",
CSCvk26448,"wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvk40621,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCvk47614,"wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvk54878,"33E7BAz,208894Ez,11F5355z",
CSCvk71092,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvk71485,"[callisto],Callisto,learnt",
CSCvm05163,"[callisto],Callisto,learnt",
CSCvm05900,"provided.MissingMissingMissingMissingnobug,RESERVED,announcing",
CSCvm09533,"vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCvm15606,"collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvm19667,"""Modem,Wireless,""Sierra",
CSCvm23759,"pid=,-Process=,ipl=",
CSCvm26352,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCvm46202,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvm66066,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvm78578,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvm86292,"CIAM.,api-gen,Note",
CSCvm93014,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCvm94253,"CIAM.,api-gen,Note",
CSCvm94262,"CIAM.,api-gen,Note",
CSCvm99675,"Gi4,IP:,class-1,2,3,4",
CSCvn02979,"pid=,-Process=,ipl=",
CSCvn11437,"sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvn36469,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCvn36786,"sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvn44622,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvn48047,"CIAM.,api-gen,Note",
CSCvn53931,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvn65191,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvn86197,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvo10080,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvo21128,"http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvo70890,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvo84485,"BlackheartMissingMissingMissingMissingnobug,BlackheartMissingEnable,GigabitEthernet0/1iox",
CSCvp21657,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvp30293,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvp33957,"Blackheart:,Blackheart,GigabitEthernet0/1/0",
CSCvp44038,"[callisto],Callisto,learnt",
CSCvp47451,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCvp48151,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvp49764,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvp55405,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvp70225,"async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvp71692,"ABOUT,overcome,*issue_not_a_bug_or_enhancement",;;raise manner overcome cdets limitations;;
CSCvp93971,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCvq00721,"Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCvq02397,"sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvq05533,"ASA,FMC,ISA",
CSCvq11913,"pid=,-Process=,ipl=",
CSCvq15103,"CIAM.,api-gen,Note",
CSCvq18233,"collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvq23911,"Blackheart:,Blackheart,GigabitEthernet0/1/0",
CSCux72818,"VulnerabilityMissingMissingMissingMissingnobug,2.15,17.x",
CSCux82008,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCux89878,"pid=,-Process=,ipl=",
CSCux95713,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCuy17742,"provided.MissingMissingMissingMissingnobug,RESERVED,announcing",
CSCuy19310,"DMM,vulnerabilityMissingThis,PostgreSQL",
CSCuy21390,"provided.MissingMissingMissingMissingnobug,RESERVED,announcing",
CSCuy22702,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCuy26940,"DMM,demonstrated,vulnerabilityMissingThis",
CSCuy30396,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCuy35761,"pid=,-Process=,ipl=",
CSCuy51134,"gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy51167,"gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy54531,"ABOUT,overcome,*issue_not_a_bug_or_enhancement",;;raise manner overcome cdets limitations;;
CSCuy57357,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuy63931,"DMM,demonstrated,vulnerabilityMissingThis",
CSCuy64107,"DMM,demonstrated,vulnerabilityMissingThis",
CSCuy74273,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuy74821,"bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCuy76070,"Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCuy76219,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuy76702,"Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCuy81478,"pid=,-Process=,ipl=",
CSCuy84934,"LoRa,virtual-lpwa,modem",;;ir module modem wp gen;show virtual modem info command;warbler lora modem version ir
CSCuy85043,"DMM,demonstrated,vulnerabilityMissingThis",
CSCuy87347,"gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy87363,"gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy87379,"gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy98020,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuy98095,"DMM,demonstrated,vulnerabilityMissingThis",
CSCuy98307,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuy98462,"DMM,vulnerabilityMissingThis,PostgreSQL",
CSCuy98514,"provided.MissingMissingMissingMissingnobug,RESERVED,announcing",
CSCuz00692,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuz00815,"VulnerabilityMissingMissingMissingMissingnobug,2.15,17.x",
CSCuz01937,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuz02014,"DMM,vulnerabilityMissingThis,PostgreSQL",
CSCuz02593,"gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuz02808,"gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuz19455,"reason,Sparrow:,boot",;;last reload reason reload;;;boot backup image;version secure boot bypass fix;install ir boot connect console;ios ios boot show run;
CSCuz20592,"VulnerabilityMissingMissingMissingMissingnobug,2.15,17.x",
CSCuz26589,"wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCuz35084,"pid=,-Process=,ipl=",
CSCuz37052,"offerings,Requirement:,Mandatory",
CSCuz37060,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCuz37112,"offerings,Requirement:,Mandatory",
CSCuz37136,"offerings,Requirement:,Mandatory",
CSCuz37156,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCuz37416,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCuz37516,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCuz38430,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCuz39684,"CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuz44338,"ABOUT,overcome,*issue_not_a_bug_or_enhancement",;;raise manner overcome cdets limitations;;
CSCuz59190,"DMM,demonstrated,vulnerabilityMissingThis",
CSCuz79518,"seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCuz81595,"sdflash:fwlogfileMicrocode,0;,CSCuw86678#artg-reg-hcl",
CSCuz83265,"Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCuz89346,"pid=,-Process=,ipl=",
